Store Name (EN),Store Name (AR),Reason Not Eligible,Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
Chord,كورد,Education / training services,Education & Training,High,75,https://chord-studio.com,"chord.stu@gmail.com, info@chord.events","+966548268812, 05006269100, 05128205128, 966546868159",,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/chord,split-in-4,ok,Chord is a trusted audio works partner with options for all your special occasions.
CLEAN EXPRESS SAU,CLEAN EXPRESS SAU,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://cleanexpress-sa.com,post.co.fo@gmail.com,"+966539540560, 966115206563",,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/clean-express-sau-0189523d-1170-9b66-7bf7-3c0f93363021,split-in-4,ok,All cleaning services in one application.
Cosmoline Jazan,Cosmoline Jazan,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://salla.sa/www.cosmolinejazan.com,info@cosmolinejizan.net,"+966553300235, 966173310000, 966553300235",,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/cosmoline-jazan-01890d36-7d45-0025-4af4-14ac9fd795ce,split-in-4,ok,
dental and derma clinics,dental and derma clinics,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://abdulazizclinic.com,moshark.web@gmail.com,"+966501083576, 0565185547, 0588378906, 966102600097, 966501083576",,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/dental-and-derma-clinics-01895397-166e-c6ed-1151-c2c4e004ec03,split-in-4,ok,A dental clinic specializing in cosmetic dentistry and laser treatments.
Diet and Health Business Foundation,Diet and Health Business Foundation,Meal-plan / food subscription service,Food Service & Restaurants,High,75,https://dietandhealth-sa.com,diethealth.center@gmail.com,"+966591948080, 00966591948080, 966591948080",+966591948080,,,,,Meal plans,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/diet-and-health-business-foundation-0189547c-cfec-7aad-8d5a-b6815ff7b6b8,split-in-4,ok,A specialized store offering a range of healthy diet products and athletic essentials.
diet_sahab,diet_sahab,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://salla.sa/diet_sahab,dietsahabss@gmail.com,"+966551249012, +966594423137, 966594423137",,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/diet_sahab-018bc910-7f0a-64df-9e7f-7d7cbe6fef10,split-in-4,ok,A nutrition specialist holding a certified degree from the American Institute for Healthcare
DONA TRAVEL,DONA TRAVEL,Travel & tourism services,Travel & Tourism,High,75,https://salla.sa/dona-travels,info@donatravels.com,"+966541938348, 966541938348",+966541938348,,,,,Travel,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/DONA-TRAVEL-01903975-52f6-a587-6464-a35dc7c2639a,"paymentLink, split-in-4",ok,Dona offers women's travel experiences designed to cater to the unique needs of female travelers. The services include curated trips and personalized travel options to ensure a comfortable and enjoyab
DPK,DPK,Education / training services,Education & Training,High,75,https://dpk-academy.com,info@dpk-sa.com,+966531356626,,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/dpk-018d790a-01b8-a776-28a2-1ab1a09b71ef,split-in-4,ok,An educational platform specialized in offering training courses
eftekhar432,eftekhar432,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://eftekhar432.com,eftekharalzabidi@gmail.com,+966566831480,,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/eftekhar432-018b6b3e-5a3b-e962-65cd-cef33f2542bf,split-in-4,ok,This page offers everything you need to enhance your awareness through recorded or live evenings and meetings. It also provides services for obtaining personal coaching sessions.
Elham lifestyle,Elham lifestyle,Education / training services,Education & Training,High,75,https://salla.sa/elham-lifestyle1,elhamx6@outlook.com,+966503204063,,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/elham-lifestyle-018b3ce5-20f7-e6e2-d218-cff4ee318b15,split-in-4,ok,Exercise and Nutrition Tables
Elite Nutrition,Elite Nutrition,Meal-plan / food subscription service,Food Service & Restaurants,High,75,https://nutritionselite.com,"elite.care@nutritionselite.com, ralnufuri@clinic9sa.com","+966582723330, 966582723330",+966582723330,,,,,Meal plans,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/elite-nutrition-018cbf5d-e3eb-fca5-191f-dbb4f6196743,split-in-4,ok,"Elite Nutrition specializes in offering a wide range of dietary supplements, including protein, creatine, and vitamins to support your health and fitness goals."
Elite smile Group,Elite smile Group,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://elitesmileksa.com,elitesmileads@gmail.com,"+966501731282, 0501731282, 0537743304, 966503888412",,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/elite-smile-group-0189d54f-d521-0f90-16e8-a3de4c0939f5,split-in-4,ok,
Enjaz Language Institute,معهد إنجاز للغات,Education / training services,Education & Training,High,75,https://enjaz.edu.sa/en?lang=en,info@enjazedu.net,"+966555102500, +966920005552, 920005552",+966920005552,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/enjaz-language-institute,split-in-4,ok,A specialized language institute accredited by the Ministry of Education to train various languages
Enlight Space,Enlight Space,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://enlight.sa,info@enlight.sa,+966558255850,,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/enlight-space-018a1227-eb66-b753-54cf-b996958d260e,split-in-4,ok,A lounge and workspace in Jeddah offering various packages at competitive prices.
FalconViz,,Education / training services,Education & Training,High,75,https://falconvizacademy.com,info@falconviz.com,+966539670093,,,,,,"Educational Services, خدمات تعليمية",Online store,,Yes,,,ok,
Feel Great,Feel Great,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://feelgreat.com.sa,info@feelgreat.com.sa,+966596982582,+966596982582,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/feel-great-018ebcaf-961c-8138-149f-3deb1587f2b7,split-in-4,ok,"The Phil Great system features two food products that play a significant role in weight loss, boost energy levels, and help maintain blood sugar and insulin levels."
First com,First com,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://first112020.com,first112020@gmail.com,"+966502616329, 966502616329",,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/first-com-018a1829-efc1-7c9e-c5c2-68b6ff1a25e9,split-in-4,ok,Specialist in innovative products with amazing competitive prices for the online market
fit body,فت بودي,Meal-plan / food subscription service,Food Service & Restaurants,High,75,https://fitbodysaudi.com/ar,fitbody444@gmail.com,"+966532417753, +966593731211, 966583018511",,,,,,Meal plans,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/fit-body-018b41a8-0e29-400e-2af0-ba9feaa9125b,split-in-4,ok,
Fly Fairly,Fly Fairly,Travel & tourism services,Travel & Tourism,High,75,https://flyfairly.com,support@laters.com,,,https://instagram.com/laters.hq,latershq,laters.hq,,Travel,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/fly-fairly-01914183-f25c-7175-f997-d58fe4f5b00a,split-in-4,ok,
GD Shop,متجر جي دي,Education / training services,Education & Training,High,75,https://gd-shop.com,abdullayaseen134@gmail.com,"+966590061728, 05107884477",,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/gdshop,split-in-4,ok,Designer store A store affiliated with the Gd-Workshop.com platform.
HAMS Clinic,HAMS Clinic,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://hmsclinics.com,hmsc.mkt@gmail.com,"+966583777123, 920027047",,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/hams-clinic-01895394-299f-abba-0d7e-68a5b4f455b2,split-in-4,ok,
HBR clinic,HBR clinic,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://hbrclinics.com,info@hbrclinics.com,"05103199335, 05240409149, 920004686, 966920004686",,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/HBR-clinic-018952de-6065-190b-fb96-50a252e95232,"paymentLink, split-in-4",ok,"The clinics, supervised by Dr. Fatima Al-Shahri, are specialized in all aspects of beauty. They focus on internal body health and balance, extending to skin radiance and freshness."
hikemaniaclub,hikemaniaclub,Travel & tourism services,Travel & Tourism,High,75,https://hm-club.com,hikemania.club@gmail.com,+966507922669,+966507922669,,,,,Travel,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/hikemaniaclub-018f99af-d6ad-f587-c79b-fc4b510ae9ec,split-in-4,ok,"A merchant specializing in hiking gear and equipment, offering a wide range of products for outdoor enthusiasts."
HiSmile,HiSmile,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://hismile.online/en,info@hismile.online,+966920032374,,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/hismile,"deals, split-in-4",ok,Our goal is simple Create a home remedy for teeth whitening that's just as effective as peroxide - without the nasty side effects
Honey alshuhail SAU,Honey alshuhail SAU,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://honeyalshuhail.com,honeyalshuhail@gmail.com,"+966502276505, +966599442940, 0599442940",+966599442940,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/honey-alshuhail-sau-0189518b-7ce5-9899-fad1-96a3357ed130,split-in-4,ok,Al-Shuhail Honey is a Saudi establishment with extensive experience in producing the finest and highest quality honey. We offer natural honey in various local and international categories.
Insistence and Ambition Training centre,Insistence and Ambition Training centre,Education / training services,Education & Training,High,75,https://salla.sa/israr369,israr369@hotmail.com,"+966536339006, +966555929184",,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/insistence-and-ambition-training-centre-018b42e2-b792-9a72-7d93-fb316e0bb985,split-in-4,ok,
International commercial inks,International commercial inks,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://ahbarhd.com,hdtonerksa@gmail.com,"+966534985286, 0534985286, 920030936",+966534985286,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/international-commercial-inks-018f7717-7f28-1b4b-79ef-977ee7d8f940,split-in-4,ok,"Explore our range of discounted products, including ink cartridge sets, special offers, and new scanners. We offer high-quality inkjet printers and refurbished printers, along with a variety of printe"
Jamilcards,Jamilcards,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://shop.jamilcards.com,support@jamilcards.com,+966570779931,,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/jamilcards-018a5eec-e9f2-332c-78a3-9de2510b52ac,split-in-4,ok,"Jamal is a Saudi brand that offers innovative solutions for digital business cards, allowing for easy information sharing. It provides services for both the business sector and individuals."
johnsonsajaddh,johnsonsajaddh,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://salla.sa/johnsonsajaddh,johnsonsajaddh@gmail.com,"+966567679129, 966567679129",+966567679129,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/johnsonsajaddh-01898d2c-4ee5-0a01-58dd-a5a3f0c2e7fb,split-in-4,ok,"Johnson's for protective films, thermal insulation, and nanoceramic for cars and buildings. 100% certified American products with a warranty of up to 10 years."
Kafat Med,Kafat Med,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://salla.sa/kafaatmed-,info@kafaatmed.com,+966542009070,,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/kafat-med-018dd059-4e33-dfdf-cede-b330c2b8096e,split-in-4,ok,We are committed to providing comprehensive and safe medical services to patients through our distinguished staff with high expertise and competencies.
kareema world,kareema world,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://lovelight369.com,"info@lovelight369.com, u202bexample@mail.com",,,https://instagram.com/lovelight9999,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/kareema-world-018a4167-2c97-ebaf-fad9-33a699327c2a,split-in-4,ok,
KHONTHAH,KHONTHAH,Meal-plan / food subscription service,Food Service & Restaurants,High,75,https://salla.sa/mkmlat-arnaf,aavaa112233@gmail.com,+966501178545,,,,,,Meal plans,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/khonthah-0189b58b-9d68-3d39-98af-68a9cb4d73c5,split-in-4,ok,
lamara0365,اكاديمية لمارا,Personal / professional services,Professional Services,High,75,https://salla.sa/lamara0365,acrylic_lamara@gmail.com,"+966567970096, 0567970096, 966567970096",,,,,,"Personal & Professional Services, الخدمات الشخصية والمهنية",Online store,,Yes,,,ok,
Lelean Cake SAU,Lelean Cake SAU,Education / training services,Education & Training,High,75,https://leleanacademy.com,lelean.mardm@gmail.com,+966507199713,,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/lelean-cake-sau-01895346-9f2d-e322-27d4-35578c523960,split-in-4,ok,Lilian Mohammed Saleh Munir Mardam Bek Commercial Institution specializes in professional cake artistry and the preparation of exquisite cakes and desserts. We aim to make your occasions unique and me
lms.waqf.org.sa,نظام إدارة التعلم - الوقف,Education / training services,Education & Training,High,75,https://lms.waqf.org.sa,courses@waqf.org.sa,,,https://instagram.com/waqf_kau,waqf_kau,,waqf-kau,"Educational Services, خدمات تعليمية",Online store,,Yes,,,ok,
LOTUS MEDICAL COMPLEX Salla SAU,LOTUS MEDICAL COMPLEX Salla SAU,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://allotus.com.sa,info@lotus.med.sa,"+966539955523, +966920004718",,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/lotus-medical-complex-salla-sau-0189529b-9d06-64f9-abd2-b58b2e5c7b38,split-in-4,ok,"Lotus Medical Clinics for Dentistry, Dermatology, and Aesthetics aims to excel in providing services that fulfill your aspirations for youthful and healthy skin, as well as a happy and radiant smile t"
mahbara training center,mahbara training center,Education / training services,Education & Training,High,75,https://salla.sa/mrkz-mhbrt-lltdryeb,mahbrahsa@gmail.com,+966562328789,+562328789,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mahbara-training-center-018c5dcb-adb4-f90d-99ed-87d318dd1eb7,split-in-4,ok,
Masarat al-Tamayuz Training Center,Masarat al-Tamayuz Training Center,Education / training services,Education & Training,High,75,https://salla.sa/msarat-altmyez-2030,masarat.vip@gmail.com,"+966558807913, 00966558807913",,,,,,Training & Courses,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/masarat-al-tamayuz-training-center-018a6460-875c-85ac-14bb-7e67d206d2a6,split-in-4,ok,"At Masarat Center, we focus on offering the most powerful developmental courses across various fields."
Masaretharh,مسار الإثارة,Salon & spa services,Beauty Services (Salons & Spas),High,75,https://masaretharh.com/ar,info@masaretharh.com,+966551883007,,,,,,Salons & Spas,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/masaretharh-018c7bb0-00d8-457f-788d-ad3a36e029ed,split-in-4,ok,"A group of passionate Saudi youth united by their love for adventures, trips, and exploration."
Medical Life Road,Medical Life Road,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://liferoadgroup.com,theliferoad1@gmail.com,+966544500667,,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/medical-life-road-018e1890-1717-5f8b-c8cc-2d28b43f4280,split-in-4,ok,"We are a medical complex offering a wide range of medical specialties with a highly skilled and professional medical team. Your care is our top priority. Locations: Al-Sharai - Al-Qadisiyah Street, Pl"
Modern Optics,Modern Optics,Healthcare / clinic services,Healthcare Services (Clinics),High,75,https://glasses.sa,abaad.op@gmail.com,"+966507998669, 966507998669",,,,,,Clinics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/modern-optics,split-in-4,ok,
